Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
99730,0,0.3458,69,0,0.408,2999.83,11,0,1,0,1.0
99731,0,0.208,19,0,0.4619,1401.69,5,0,0,0,2.0
99732,0,0.1712,54,0,0.6989,,3,0,2,0,1.0
99733,0,0.2577,58,1,0.0655,1962.27,10,0,1,0,2.0
99734,0,0.1124,53,0,0.2154,,6,0,0,1,1.0
99735,0,0.1748,65,0,0.7229,974.74,7,0,2,0,0.0
99736,0,0.3394,70,0,0.2797,,10,0,0,0,2.0
99737,0,0.3881,41,0,0.7224,,6,0,0,0,1.0
99738,0,0.1032,52,0,0.1822,4529.21,9,0,1,0,1.0
99739,0,0.1593,23,2,0.6241,8406.28,4,0,1,0,0.0
99740,0,0.4574,34,0,0.011,4719.67,13,0,3,0,2.0
99741,0,0.056,47,0,0.6193,,9,0,0,0,2.0
99742,0,0.3128,68,1,0.2528,2271.93,8,0,0,1,2.0
99743,0,0.149,25,1,0.1151,4160.92,4,0,1,0,3.0
99744,0,0.2098,59,1,0.1059,1206.91,9,0,0,0,1.0
99745,0,0.4969,27,1,0.4012,,9,0,2,0,2.0
99746,0,0.1717,33,1,0.4419,2166.73,4,0,2,0,0.0
99747,0,0.1969,55,0,0.5829,,9,0,0,0,2.0
99748,0,0.0639,43,1,0.0729,,8,0,1,0,1.0
99749,0,0.3522,48,0,1.1411,3356.29,10,0,1,1,0.0
99750,1,0.175,79,0,1.3163,3653.4,8,0,1,0,0.0
99751,0,0.1769,69,0,0.0528,2656.18,8,0,0,0,1.0
99752,1,0.0499,77,0,0.0586,,6,1,1,0,0.0
99753,0,0.609,25,0,0.0521,2163.9,9,0,0,0,2.0
99754,0,0.2938,78,0,0.0966,8991.87,8,0,1,0,2.0
99755,0,0.0419,52,1,1.1124,7901.99,7,0,1,0,1.0
99756,1,0.2563,51,1,0.1958,1769.62,7,1,3,0,1.0
99757,0,0.1985,27,0,1.5963,1531.68,10,0,0,0,0.0
99758,0,0.1235,57,0,0.4447,10707.98,6,0,0,0,1.0
99759,0,0.1646,61,0,3.0,2813.87,7,0,0,0,1.0
99760,0,0.1675,69,0,0.7196,4903.11,6,0,0,0,1.0
99761,0,0.2059,29,0,0.851,2214.69,9,0,0,0,3.0
99762,0,0.1417,58,1,1.3369,3048.41,7,0,0,0,0.0
99763,0,0.006,44,1,0.0557,3921.0,7,0,0,0,0.0
99764,0,0.3322,36,2,0.0518,,9,0,1,0,0.0
99765,0,0.6165,74,1,2.0438,3353.19,3,0,1,0,2.0
99766,0,0.4943,43,0,0.3944,7777.26,8,0,1,0,2.0
99767,0,0.3783,71,1,0.1697,,3,0,3,0,2.0
99768,0,0.4719,32,0,1.4674,,13,0,1,0,1.0
99769,0,0.4769,48,0,0.3789,2773.54,4,0,1,0,1.0
99770,0,0.1252,63,1,0.0819,13487.98,9,0,0,0,1.0
99771,0,0.4517,54,1,0.0291,2725.55,9,0,0,0,1.0
99772,0,0.1299,78,0,1.902,3454.79,4,0,1,0,0.0
99773,0,0.3644,35,0,0.3925,8559.84,10,0,2,0,0.0
99774,0,0.2928,46,0,1.8503,4631.47,10,0,3,0,0.0
99775,0,0.0719,61,1,0.1305,,8,0,1,0,0.0
99776,0,0.5168,44,2,0.8666,2492.97,7,1,1,0,0.0
99777,0,0.3191,55,0,2.1804,3587.99,16,0,1,1,0.0
99778,1,0.0933,37,0,0.5903,5661.89,8,0,0,0,
99779,0,0.0869,38,0,0.8701,,13,0,0,0,3.0
99780,0,0.1906,46,1,2.4306,,11,0,1,0,1.0
99781,0,0.3714,60,0,0.0272,3304.67,5,0,0,0,0.0
99782,0,0.366,32,0,0.3433,3528.71,4,0,1,0,1.0
99783,0,0.4594,39,3,1.4336,1188.13,6,0,0,0,0.0
99784,0,0.4803,40,1,0.3784,1081.52,4,0,1,0,0.0
99785,0,0.4207,21,1,0.1914,2772.01,6,0,0,0,1.0
99786,1,0.3572,76,0,1.0548,903.02,6,0,0,0,1.0
99787,0,0.4346,41,0,0.1908,3055.73,12,0,1,0,3.0
99788,0,0.3422,31,0,2.5123,4523.62,7,0,1,0,1.0
99789,0,0.6048,54,0,0.0765,5557.04,7,1,0,0,2.0
99790,0,0.4085,72,1,1.0205,1350.7,10,0,2,0,0.0
99791,0,0.1384,71,0,0.1505,,5,0,1,0,1.0
99792,0,0.1968,76,0,0.5501,2962.29,10,0,2,1,0.0
99793,0,0.3576,76,0,0.3749,3772.46,14,0,1,2,1.0
99794,0,0.0984,38,0,0.8132,2448.22,6,0,1,0,0.0
99795,1,0.6502,72,1,0.0899,1938.8,10,1,2,1,1.0
99796,0,0.2433,60,0,0.3539,4828.38,10,0,1,0,2.0
99797,0,0.2841,69,4,0.8983,1544.84,12,0,1,0,0.0
99798,0,0.0998,56,0,1.9151,5723.22,6,0,0,0,0.0
99799,1,0.0911,30,0,0.686,6766.73,5,0,0,0,1.0
99800,0,0.1491,36,1,0.47,1055.58,7,0,0,0,1.0
99801,0,0.2221,73,0,0.408,3058.02,4,0,3,0,1.0
99802,0,0.4081,43,0,1.3532,1719.35,12,0,0,0,2.0
99803,0,0.2778,53,0,0.1393,1826.07,10,0,0,0,0.0
99804,0,0.063,69,2,0.3359,4938.77,8,0,1,0,1.0
99805,0,0.2506,61,1,3.0,4534.01,4,0,1,1,2.0
99806,0,0.2325,63,1,0.595,7593.37,7,0,2,0,0.0
99807,0,0.0193,50,3,0.183,,5,0,0,0,0.0
99808,0,0.4808,57,1,0.8534,1735.27,9,0,0,0,0.0
99809,0,0.1776,33,0,0.0743,,9,0,1,0,1.0
99810,0,0.277,70,0,0.3164,4868.43,8,0,1,0,2.0
99811,1,0.4877,74,0,1.0804,2412.94,11,0,0,0,1.0
99812,1,0.2192,36,0,0.3145,1785.64,10,0,0,0,1.0
99813,0,0.2249,54,0,0.1295,2749.23,7,0,0,0,0.0
99814,0,0.2074,31,0,1.2329,3982.84,10,0,3,0,0.0
99815,0,0.1674,61,0,0.3404,1741.72,12,0,1,0,1.0
99816,0,0.1088,61,1,0.039,2412.58,4,0,1,0,1.0
99817,0,0.1025,47,2,0.0789,,5,0,3,0,2.0
99818,0,0.1837,48,0,1.7864,,8,0,0,0,0.0
99819,0,0.1805,37,0,1.0266,1978.26,5,0,0,0,1.0
99820,0,0.2089,61,0,0.2182,2530.42,10,1,0,1,0.0
99821,0,0.4568,60,0,0.2531,7867.12,12,0,0,0,0.0
99822,1,0.8569,64,2,0.0969,2113.87,9,0,0,0,1.0
99823,1,0.3564,24,0,1.1886,616.53,8,0,0,1,0.0
99824,0,0.2249,59,0,0.62,2086.7,7,1,0,0,1.0
99825,0,0.2359,79,0,1.4581,6486.72,8,0,0,0,2.0
99826,1,0.4138,54,2,1.6357,,8,0,0,0,0.0
99827,0,0.2763,64,0,1.3599,3698.17,6,0,1,0,1.0
99828,0,0.5055,19,1,0.136,12449.3,7,0,1,0,1.0
99829,0,0.4089,39,0,0.3728,5500.97,7,1,1,0,0.0
99830,0,0.3665,30,0,0.5864,2198.58,13,0,0,0,1.0
99831,0,0.2057,63,0,1.5451,1094.82,8,0,1,0,2.0
99832,1,0.3052,69,1,2.4429,903.04,11,0,0,0,0.0
99833,0,0.189,55,1,0.6786,6143.94,8,0,0,0,0.0
99834,1,0.2571,48,0,1.1269,,12,0,1,1,1.0
99835,0,0.1556,18,0,0.4457,2816.14,6,1,1,0,0.0
99836,0,0.319,64,1,0.3302,2893.25,6,0,3,0,1.0
99837,1,0.4081,60,0,3.0,897.28,8,0,2,0,0.0
99838,0,0.2208,30,0,1.3037,13535.63,9,0,0,0,0.0
99839,0,0.3368,77,0,0.0232,821.95,7,0,0,0,3.0
99840,0,0.3378,34,1,1.351,276.62,14,0,0,0,0.0
99841,0,0.4358,21,1,0.0174,4358.76,13,0,0,0,0.0
99842,0,0.4817,72,0,0.3646,3433.35,7,0,0,1,2.0
99843,0,0.1985,60,0,0.1495,,8,0,2,0,0.0
99844,0,0.1183,48,0,0.3139,,9,0,0,0,0.0
99845,0,0.2246,72,0,0.8652,3192.7,6,1,0,0,1.0
99846,0,0.1145,50,1,0.4802,,5,0,1,0,2.0
99847,0,0.1684,31,0,0.6192,11773.18,11,0,1,0,1.0
99848,0,0.0559,38,1,0.0339,3013.22,9,0,1,0,1.0
99849,0,0.3133,39,0,0.2171,,2,0,0,0,0.0
99850,0,0.2963,22,0,1.8639,,8,0,1,0,0.0
99851,0,0.1831,72,1,2.182,,10,0,1,0,0.0
99852,0,0.1119,71,0,0.0255,6941.65,9,0,1,0,2.0
99853,0,0.6434,70,0,0.6264,,6,1,0,0,1.0
99854,0,0.3708,54,3,2.4568,1528.63,9,0,0,0,2.0
99855,0,0.5185,49,0,0.4813,4419.61,5,0,0,0,0.0
99856,0,0.367,74,0,0.4902,2590.63,5,0,1,0,2.0
99857,0,0.301,20,1,0.7925,,8,0,0,0,1.0
99858,0,0.0891,58,0,1.1338,,9,0,1,2,1.0
99859,0,0.2432,30,0,0.7275,2349.15,7,0,0,0,0.0
99860,0,0.0395,28,0,0.0946,4128.45,5,0,1,0,0.0
99861,0,0.3953,67,1,1.3538,1165.51,11,0,1,0,0.0
99862,0,0.0855,59,1,0.3975,12431.69,5,0,1,1,2.0
99863,0,0.4821,72,1,0.2244,2152.05,13,0,1,0,1.0
99864,0,0.1798,55,0,0.1523,1256.55,7,1,1,1,0.0
99865,0,0.114,41,0,1.4639,,6,0,1,0,0.0
99866,0,0.2034,26,1,0.1488,3638.69,10,0,2,0,0.0
99867,0,0.414,30,0,0.2878,3171.21,11,0,0,0,2.0
99868,0,0.3334,39,0,0.3054,2414.85,8,0,1,0,1.0
99869,0,0.2251,35,1,0.0792,,11,0,4,0,2.0
99870,0,0.2901,27,0,0.3314,6489.36,12,0,0,1,0.0
99871,1,0.2713,64,1,1.3743,5959.67,5,1,0,0,1.0
99872,0,0.638,29,0,3.0,4814.39,9,0,2,0,1.0
99873,0,0.3361,69,0,0.836,,9,0,1,0,0.0
99874,1,0.0715,47,0,1.0575,,11,0,0,1,0.0
99875,0,0.4742,64,0,0.3888,3631.12,12,0,2,0,0.0
99876,0,0.2579,63,1,0.0848,3402.29,10,0,2,0,0.0
99877,1,0.1754,36,0,0.8768,4696.16,6,0,0,0,0.0
99878,0,0.2185,36,0,0.242,,14,0,2,0,1.0
99879,0,0.311,70,0,1.578,4369.04,10,0,0,0,0.0
99880,0,0.716,27,0,0.1098,4399.74,5,0,1,0,0.0
99881,0,0.4045,18,2,1.0862,,8,0,2,0,1.0
99882,1,0.3779,74,0,0.8669,5622.35,7,0,1,0,2.0
99883,0,0.1204,69,0,1.4342,4855.53,6,0,1,0,0.0
99884,0,0.6397,24,1,0.3254,3331.23,4,0,2,0,0.0
99885,0,0.4808,72,0,1.2302,1956.88,8,0,0,0,0.0
99886,0,0.2087,72,0,0.6268,,12,0,0,0,0.0
99887,0,0.1906,28,0,0.1023,,8,0,1,1,0.0
99888,0,0.4581,70,1,0.3072,4571.71,9,0,1,0,2.0
99889,0,0.1865,21,0,0.0748,,10,0,1,0,0.0
99890,1,0.0714,53,1,0.1168,2230.78,7,0,1,0,0.0
99891,1,0.4465,78,1,0.7181,,8,0,0,0,1.0
99892,0,0.4321,38,0,0.1066,5220.69,8,0,1,0,3.0
99893,0,0.2872,39,0,0.0224,,8,0,1,0,0.0
99894,0,0.2748,27,0,0.3931,,7,0,1,0,1.0
99895,1,0.5426,40,0,0.9961,,8,0,2,0,1.0
99896,0,0.1076,22,0,0.3956,,3,0,0,0,0.0
99897,0,0.1256,78,0,0.989,5969.34,5,0,0,0,0.0
99898,0,0.1377,65,2,0.3784,2270.63,7,0,1,0,0.0
99899,0,0.3596,77,0,0.6363,2713.71,3,0,1,0,1.0
99900,0,0.1345,29,0,0.054,1095.3,6,0,1,1,1.0
99901,0,0.3765,74,0,0.5882,,9,0,0,0,0.0
99902,0,0.5115,47,0,0.1056,819.7,14,0,0,0,2.0
99903,0,0.4052,74,0,0.3853,1571.76,6,0,1,0,0.0
99904,0,0.2633,50,1,0.3358,2352.25,7,0,1,0,0.0
99905,0,0.043,54,0,1.42,398.49,6,0,2,0,0.0
99906,0,0.3307,35,0,0.5972,1155.5,8,0,1,0,0.0
99907,0,0.3411,21,0,0.4284,7054.65,8,0,0,0,2.0
99908,0,0.6551,44,0,0.0368,2963.04,17,0,2,0,0.0
99909,0,0.4599,64,1,0.389,2064.3,14,0,2,0,2.0
99910,0,0.0408,40,0,0.2159,1037.31,2,0,2,0,1.0
99911,1,0.4755,75,1,2.7216,3820.64,9,0,1,0,2.0
99912,0,0.1831,23,0,0.0981,6858.27,12,0,0,0,1.0
99913,0,0.1411,24,0,0.0498,1518.82,5,0,1,0,0.0
99914,0,0.1242,36,0,3.0,1206.9,3,0,2,0,1.0
99915,0,0.1547,63,0,1.003,,8,0,0,0,0.0
99916,0,0.0595,32,0,0.2066,7524.61,2,0,4,0,1.0
99917,0,0.1895,70,1,0.2804,5196.98,11,0,0,0,0.0
99918,0,0.1686,65,0,0.6085,13243.94,7,0,1,0,0.0
99919,0,0.4184,39,2,1.0227,4243.58,10,1,0,0,0.0
99920,0,0.2938,49,3,0.1702,2493.09,6,0,2,0,1.0
99921,0,0.1211,32,0,0.2351,,7,0,0,0,1.0
99922,0,0.2557,76,0,1.4384,4065.3,7,0,0,0,0.0
99923,0,0.2353,23,1,0.1834,,5,0,0,0,0.0
99924,0,0.4338,23,0,0.0276,1464.1,6,0,0,0,1.0
99925,0,0.4503,74,1,0.7452,,8,0,2,0,0.0
99926,1,0.4068,23,0,0.1793,3044.86,12,0,1,1,
99927,0,0.165,29,1,0.8699,1293.0,7,0,1,0,1.0
99928,0,0.2057,19,1,0.3746,7831.54,7,0,1,0,
99929,0,0.1376,42,0,0.5395,,8,0,1,1,2.0
99930,1,0.1156,21,1,0.1579,,7,0,0,0,1.0
99931,0,0.606,72,1,0.2576,3208.18,8,0,1,0,0.0
99932,0,0.6448,23,0,0.4367,5937.46,6,1,2,0,0.0
99933,0,0.6229,74,0,0.0754,4121.54,4,0,1,0,0.0
99934,1,0.7369,59,0,1.0218,3223.19,10,0,1,0,2.0
99935,0,0.2227,78,0,3.0,4807.89,9,0,2,0,1.0
99936,0,0.2946,68,0,1.2507,,9,0,0,0,0.0
99937,0,0.1059,73,0,0.2471,4308.24,2,1,3,0,2.0
99938,0,0.2867,54,0,0.0342,2167.78,7,0,0,0,0.0
99939,0,0.3598,55,2,0.6806,5164.03,10,0,0,0,0.0
99940,0,0.21,31,0,0.1506,4298.41,12,0,2,0,0.0
99941,0,0.2489,64,0,0.3297,3417.31,7,0,1,1,0.0
99942,0,0.3107,36,1,0.5114,1107.25,6,0,4,0,3.0
99943,0,0.1715,68,0,1.1013,3673.92,8,0,3,0,2.0
99944,1,0.2849,24,0,0.7782,,10,1,1,0,
99945,0,0.4325,71,0,0.7708,,7,0,1,1,0.0
99946,0,0.151,35,1,0.357,1002.88,5,0,0,1,2.0
99947,0,0.4766,75,1,0.1841,3384.91,5,0,1,0,0.0
99948,1,0.334,78,0,3.0,2873.52,3,0,0,1,2.0
99949,0,0.3428,61,0,0.3958,2776.79,8,0,1,1,0.0
99950,0,0.3186,25,0,0.3942,,8,0,1,1,0.0
99951,0,0.0215,45,0,0.4523,4668.07,14,0,1,0,1.0
99952,0,0.2259,38,1,0.4357,1818.13,6,0,0,0,0.0
99953,0,0.4636,72,0,0.6138,,11,0,0,0,3.0
99954,1,0.4884,52,0,2.7445,2180.12,4,0,2,0,0.0
99955,0,0.2999,64,0,0.5306,4196.49,8,0,0,0,1.0
99956,0,0.3945,27,0,2.9634,,11,0,1,0,2.0
99957,0,0.3019,70,1,0.1148,6882.72,7,0,1,0,0.0
99958,0,0.1846,45,1,0.6025,3616.11,6,0,1,0,1.0
99959,0,0.415,36,1,0.915,2262.49,12,1,1,0,3.0
99960,0,0.0546,61,0,0.2524,6873.69,12,0,0,0,0.0
99961,0,0.183,52,1,0.1709,1213.4,9,0,2,0,1.0
99962,0,0.1747,45,2,0.1859,,13,0,0,0,0.0
99963,0,0.2079,63,0,0.1821,7731.92,8,1,2,1,0.0
99964,0,0.3929,66,0,0.2133,,7,0,2,0,0.0
99965,0,0.3015,76,0,0.2717,2783.93,8,0,2,0,0.0
99966,0,0.3753,20,1,0.43,5037.74,12,0,1,0,3.0
99967,0,0.2626,56,1,3.0,1354.06,10,0,1,0,2.0
99968,0,0.2349,44,2,0.7366,6233.96,10,0,0,0,1.0
99969,0,0.2341,74,1,0.6111,1115.3,8,0,1,0,1.0
99970,0,0.026,34,0,0.083,3686.48,7,0,0,1,1.0
99971,0,0.4424,32,0,0.2147,,5,0,2,0,1.0
99972,0,0.2115,69,0,1.354,850.75,11,0,2,1,0.0
99973,1,0.3823,59,0,1.8948,2249.75,10,0,0,0,2.0
99974,0,0.3429,56,1,0.1087,3740.81,12,0,2,0,2.0
99975,0,0.4336,39,1,0.1439,3792.08,7,0,0,1,0.0
99976,0,0.2534,37,0,0.2813,2898.19,4,0,0,0,0.0
99977,0,0.422,44,1,0.1801,889.24,4,0,1,0,2.0
99978,0,0.3027,52,0,1.127,1626.22,7,0,1,0,0.0
99979,0,0.1643,71,1,0.472,3697.54,8,0,5,0,1.0
99980,0,0.1694,64,2,0.7578,5643.97,8,0,3,0,1.0
99981,0,0.1586,69,0,0.069,3956.56,10,0,1,0,0.0
99982,0,0.1158,22,0,0.0612,4194.65,9,0,1,0,1.0
99983,0,0.1578,19,2,0.0455,1609.31,7,0,3,0,2.0
99984,0,0.3476,58,0,1.5729,3313.2,10,1,0,0,0.0
99985,0,0.3189,67,1,1.2002,925.18,4,0,0,1,0.0
99986,1,0.2296,62,0,0.5364,3930.08,11,0,2,0,0.0
99987,0,0.0765,37,0,0.1765,1627.23,8,0,0,0,3.0
99988,0,0.1748,73,1,1.2703,2386.94,9,0,0,0,1.0
99989,0,0.2137,24,1,0.1766,1994.54,9,0,1,0,1.0
99990,0,0.2413,53,0,2.8287,5554.17,11,0,1,0,1.0
99991,0,0.3541,25,1,3.0,6316.47,7,0,0,0,3.0
99992,0,0.1363,44,0,0.9957,,7,0,0,0,1.0
99993,0,0.3783,23,1,0.2596,,12,0,0,0,0.0
99994,0,0.2491,41,0,0.4412,6817.92,4,0,2,0,0.0
99995,0,0.0604,53,1,0.0869,2729.07,2,1,1,0,1.0
99996,1,0.5323,22,0,0.3195,,11,0,3,1,0.0
99997,0,0.5539,37,0,0.2806,4528.14,7,1,0,0,0.0
99998,0,0.1082,72,0,0.263,,3,0,1,0,0.0
99999,1,0.4276,37,0,2.8806,9284.07,7,0,2,0,0.0
100000,0,0.6644,70,1,0.3218,,10,0,1,0,1.0
100001,0,0.3966,58,1,0.1455,974.91,11,0,1,0,0.0
100002,0,0.1837,57,0,0.0988,,5,0,1,0,0.0
100003,0,0.3385,51,0,0.0869,3001.18,8,0,1,0,0.0
100004,0,0.1862,56,0,2.6635,4463.66,5,0,0,0,2.0
100005,0,0.3776,77,0,0.3941,1141.66,7,0,3,0,0.0
100006,0,0.0368,67,0,0.4012,,11,0,2,0,0.0
100007,0,0.2797,27,0,1.3515,2048.07,9,0,1,0,1.0
100008,0,0.2582,20,0,0.0602,896.57,9,0,0,0,4.0
100009,0,0.4961,66,1,0.0188,2174.71,7,0,0,1,2.0
100010,0,0.7224,51,1,0.1473,7687.36,2,0,1,0,1.0
100011,0,0.183,52,0,0.2855,4206.46,5,0,3,0,1.0
100012,0,0.2757,54,0,0.1034,3570.48,8,0,1,0,2.0
100013,0,0.4083,62,2,0.0927,1536.7,12,0,1,0,0.0
100014,0,0.1344,62,2,0.0302,1545.88,5,0,1,0,3.0
100015,0,0.2485,55,1,0.4026,7204.02,8,0,1,0,1.0
100016,0,0.0345,63,1,0.2409,1066.51,13,0,4,0,1.0
100017,1,0.4032,40,0,0.9208,3187.11,10,0,2,0,1.0
100018,0,0.2479,54,0,0.0448,,5,0,1,0,2.0
100019,1,0.0882,38,0,0.6748,3918.09,8,0,0,0,0.0
100020,1,0.127,44,0,0.2496,1076.54,7,1,0,0,2.0
100021,0,0.3332,73,0,0.3404,2490.22,10,0,2,0,0.0
100022,0,0.1951,18,0,0.108,4201.28,10,1,1,0,2.0
100023,0,0.4562,26,0,0.0844,4259.29,8,0,1,0,1.0
100024,0,0.2533,20,1,0.1445,,11,0,0,0,0.0
100025,0,0.201,76,0,1.1179,3463.14,16,0,3,0,0.0
100026,0,0.184,55,0,0.1329,4378.57,11,0,1,0,0.0
100027,0,0.5369,53,0,3.0,4176.93,10,0,0,1,4.0
100028,0,0.2546,51,0,0.2302,6418.25,9,0,1,0,0.0
100029,0,0.4002,47,0,2.1018,2321.48,4,0,1,0,2.0
100030,0,0.2576,48,0,0.8501,4334.67,7,1,0,0,0.0
100031,0,0.642,47,0,0.5902,2078.62,9,0,2,0,0.0
100032,0,0.1742,33,0,0.658,2542.22,8,0,2,0,2.0
100033,0,0.0677,46,0,0.3591,2157.05,1,1,2,1,2.0
100034,0,0.2345,23,1,0.1369,1049.37,9,0,4,0,1.0
100035,1,0.315,31,0,0.7419,,9,1,0,0,0.0
100036,0,0.2109,27,0,0.3304,,8,0,0,0,1.0
100037,0,0.2493,41,0,0.2652,2768.54,11,0,1,0,2.0
100038,1,0.3853,53,0,0.0203,1343.78,9,1,1,0,0.0
100039,0,0.5281,41,0,0.2955,,10,0,2,0,1.0
100040,0,0.244,24,0,2.0828,8357.35,9,0,0,0,1.0
100041,0,0.1167,66,0,0.4463,3646.36,4,0,0,0,0.0
100042,1,0.2568,54,0,0.6448,3581.11,7,0,1,0,0.0
100043,0,0.1447,63,0,0.21,,9,0,2,0,0.0
100044,0,0.2327,65,1,0.1036,1768.91,18,0,0,0,0.0
100045,0,0.2193,57,1,0.2395,,9,0,1,0,0.0
100046,0,0.3905,65,0,1.3107,2653.73,8,1,0,1,3.0
100047,0,0.4171,55,0,0.1177,1744.47,4,0,1,0,
100048,0,0.3758,42,0,1.9948,3381.16,7,0,0,0,0.0
100049,0,0.1204,60,1,0.7257,1950.8,5,0,2,1,3.0
100050,0,0.1505,72,0,0.0664,2543.64,5,0,0,0,2.0
100051,1,0.1866,51,0,0.3968,4926.76,10,1,1,0,1.0
100052,0,0.3468,18,0,0.0635,2107.5,4,0,0,1,2.0
100053,1,0.1959,45,1,0.293,1664.22,12,0,2,0,0.0
100054,0,0.532,58,0,0.1703,2359.86,10,0,0,1,1.0
100055,0,0.0583,46,0,1.1957,3366.96,7,0,2,0,0.0
100056,0,0.5809,49,0,0.1285,,13,0,3,0,1.0
100057,0,0.2634,22,0,1.5563,,4,0,0,0,0.0
100058,0,0.1278,51,0,0.3363,8013.9,4,0,0,1,0.0
100059,0,0.2418,76,1,1.0287,,9,0,1,0,3.0
100060,0,0.1073,63,0,0.0704,1742.23,6,1,1,0,0.0
100061,0,0.1269,78,0,0.4922,3878.3,13,0,1,0,2.0
100062,0,0.2611,69,0,0.8223,8558.64,7,0,1,0,0.0
100063,0,0.2916,43,0,0.5036,2219.92,11,0,2,0,0.0
100064,0,0.1381,30,0,0.9325,1553.61,9,0,0,0,1.0
100065,0,0.3614,29,0,0.2434,1578.94,15,0,0,0,0.0
100066,0,0.0855,39,1,3.0,,13,0,1,0,0.0
100067,0,0.5817,26,1,3.0,3830.43,5,0,2,2,0.0
100068,1,0.1832,73,0,0.4492,1829.71,9,0,1,0,0.0
100069,0,0.1921,23,0,0.4558,4100.48,9,0,0,0,0.0
100070,0,0.3412,53,0,0.6558,4584.79,9,0,0,0,0.0
100071,0,0.4054,79,0,0.0565,,7,0,1,0,1.0
100072,0,0.2944,27,0,0.3174,8763.93,8,1,1,0,0.0
100073,0,0.2398,54,0,0.131,2000.03,4,0,0,0,0.0
100074,0,0.2852,76,1,0.2918,,10,1,2,0,2.0
100075,0,0.4485,76,1,0.0433,3969.58,7,0,1,0,2.0
100076,0,0.5641,49,0,1.0697,,8,0,0,0,2.0
100077,0,0.3501,21,0,0.107,1763.63,5,0,3,1,1.0
100078,0,0.509,69,0,0.4232,1938.19,5,0,0,0,0.0
100079,1,0.2597,73,0,0.617,730.67,8,0,1,0,1.0
100080,0,0.4201,21,0,0.4504,1308.23,2,0,1,0,1.0
100081,0,0.2275,30,0,0.7885,2483.93,12,0,2,0,1.0
100082,0,0.1873,33,1,0.3101,,3,0,1,1,1.0
100083,0,0.2552,60,1,0.1944,7995.76,6,0,1,0,0.0
100084,0,0.2002,68,0,0.2388,,8,0,2,1,1.0
100085,0,0.0644,67,0,0.4298,2842.67,10,0,0,0,0.0
100086,0,0.3568,43,1,0.0905,4259.14,6,1,0,0,0.0
100087,0,0.0435,50,0,0.9404,1647.0,6,0,0,0,2.0
100088,0,0.308,70,0,0.9024,726.31,10,0,1,0,2.0
100089,0,0.388,21,0,0.1433,1864.67,12,1,1,0,2.0
100090,0,0.322,43,0,0.0966,,8,0,0,0,3.0
100091,0,0.3195,26,2,0.6383,2366.73,1,0,0,0,0.0
100092,0,0.057,58,0,1.0296,3250.67,9,0,2,0,0.0
100093,0,0.333,28,0,0.3894,1349.63,10,1,1,1,0.0
100094,0,0.3126,22,0,0.3121,2825.84,6,0,1,0,0.0
100095,0,0.2695,70,2,0.4294,14450.74,9,0,1,0,0.0
100096,0,0.5347,55,0,0.5568,5121.92,7,0,1,0,1.0
100097,0,0.1901,69,1,0.7489,7332.83,6,0,1,0,0.0
100098,0,0.2661,49,0,0.3589,4515.89,11,0,1,0,1.0
100099,0,0.4391,46,4,0.0881,1491.04,7,0,0,0,1.0
100100,1,0.2557,55,0,2.6778,5067.37,6,0,1,0,1.0
100101,0,0.211,57,0,0.1004,3280.19,11,0,0,1,
100102,0,0.2829,45,0,0.2046,1308.14,5,0,0,0,0.0
100103,0,0.1584,70,0,0.1763,1717.64,6,0,3,0,0.0
100104,0,0.1744,41,0,0.4804,2362.4,4,0,1,0,1.0
100105,0,0.4767,73,0,0.2174,5502.35,6,0,2,0,0.0
100106,1,0.6623,36,0,0.0507,2043.04,9,0,1,0,1.0
100107,0,0.2503,71,0,1.3359,8391.57,8,0,1,0,1.0
100108,1,0.3131,18,0,2.3537,2287.23,11,0,1,0,0.0
100109,0,0.2247,22,1,2.1811,834.99,12,0,2,0,2.0
100110,0,0.2267,40,0,0.6385,1839.67,7,0,2,0,1.0
100111,0,0.191,70,0,1.0602,3396.0,8,0,0,0,0.0
100112,0,0.2533,36,0,0.4937,1290.96,3,0,0,0,0.0
100113,0,0.3989,19,0,0.0243,948.46,5,0,0,1,1.0
100114,0,0.1448,77,1,3.0,5064.84,7,0,3,0,1.0
100115,0,0.1242,65,0,0.0774,3434.66,3,0,1,0,1.0
100116,0,0.4367,19,0,0.1596,3937.6,5,0,1,0,2.0
100117,0,0.0453,26,1,0.2349,,7,0,1,0,0.0
100118,0,0.0705,35,0,0.8178,1671.87,7,0,2,1,1.0
100119,0,0.2789,33,0,0.4403,2927.92,5,0,2,0,1.0
100120,0,0.4005,56,0,0.1815,968.63,9,0,5,0,0.0
100121,0,0.2832,26,0,0.1018,4062.32,6,0,3,0,0.0
100122,1,0.1194,61,2,0.4231,8736.82,11,1,1,0,1.0
100123,1,0.4023,68,1,1.2671,2167.28,6,0,0,0,0.0
100124,0,0.3795,40,1,0.5708,,7,0,3,1,0.0
100125,0,0.2909,50,0,0.7406,5777.0,14,0,2,0,1.0
100126,0,0.1368,77,0,1.7019,1605.85,7,0,2,1,1.0
